data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_f,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,QUANTILE-RIPPERexception,LENC-CART:*exception,TREES-BRCG2exception,TREES-BRCGexception,TREES2-BRCGexception
house,22784,17,16,0,6744,0.296,price_prediction,organic,16.0,0.79,0.9,0.74,0.8,0.84,0.81,0.82,0.06,0.83,0.57,0.68,0.73,0.69,0.7,8.0,32.0,4.0,4.0,0.09,0.85,0.65,0.76,0.74,0.75,0.75,34.0,203.0,6.0,5.97,0.19,0.84,0.61,0.73,0.72,0.73,0.73,700.0,9270.0,23.0,13.24,30.0,3.49,0.84,0.56,0.63,0.78,0.66,0.7,4.0,11.0,3.0,2.75,16.0,18.06,0.87,0.66,0.73,0.81,0.74,0.77,37.0,190.0,8.0,5.14,17.96,0.87,0.66,0.73,0.81,0.74,0.77,37.0,190.0,8.0,5.14,20.37,0.87,0.66,0.73,0.81,0.74,0.77,37.0,190.0,8.0,5.14,0.26,0.8,0.44,0.52,0.73,0.55,0.61,1.0,2.0,2.0,2.0,6.37,0.84,0.54,0.6,0.79,0.63,0.68,4.0,11.0,4.0,2.75,62.0,9.25,0.84,0.56,0.63,0.78,0.66,0.7,4.0,17.0,10.0,4.25,7.89,0.85,0.57,0.63,0.79,0.66,0.7,4.0,8.0,3.0,2.0,264.0,31.16,0.83,0.53,0.6,0.78,0.63,0.68,3.0,6.0,2.0,2.0,95.81,0.65,0.45,0.91,0.45,0.75,0.6,3.0,6.0,3.0,2.0,60.05,0.84,0.54,0.62,0.77,0.65,0.69,2.0,9.0,6.0,4.5,31.31,0.87,0.67,0.75,0.8,0.76,0.77,40.0,256.0,12.0,6.4,13.59,0.81,0.46,0.55,0.72,0.58,0.63,1.0,2.0,2.0,2.0,1.22,0.8,0.44,0.51,0.73,0.55,0.6,1.0,3.0,3.0,3.0,20.3,0.8,0.44,0.52,0.73,0.55,0.61,1.0,2.0,2.0,2.0,0.16,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
heloc,10459,24,23,0,5000,0.4781,credit,organic,23.0,0.28,0.71,0.41,0.65,0.71,0.67,0.68,0.02,0.71,0.42,0.64,0.73,0.65,0.68,9.0,36.0,4.0,4.0,0.02,0.69,0.38,0.62,0.71,0.64,0.66,27.0,160.0,6.0,5.93,0.05,0.63,0.25,0.6,0.62,0.6,0.61,625.0,8611.0,27.0,13.78,26.0,1.96,0.71,0.41,0.61,0.74,0.63,0.67,1.0,2.0,2.0,2.0,23.0,0.96,0.71,0.42,0.71,0.7,0.7,0.7,16.0,75.0,9.0,4.69,0.83,0.71,0.42,0.71,0.7,0.7,0.7,16.0,75.0,9.0,4.69,0.88,0.71,0.42,0.71,0.7,0.7,0.7,16.0,75.0,9.0,4.69,0.12,0.71,0.41,0.61,0.74,0.63,0.67,1.0,2.0,2.0,2.0,3.23,0.71,0.41,0.62,0.74,0.64,0.67,2.0,5.0,3.0,2.5,58.0,7.84,0.72,0.43,0.67,0.72,0.68,0.69,2.0,8.0,6.0,4.0,4.48,0.72,0.44,0.7,0.72,0.7,0.71,2.0,5.0,3.0,2.5,310.0,23.14,0.71,0.41,0.66,0.71,0.67,0.68,1.0,2.0,2.0,2.0,44.47,0.49,0.02,0.99,0.49,0.82,0.65,3.0,7.0,3.0,2.33,28.94,0.71,0.41,0.65,0.71,0.67,0.68,1.0,2.0,2.0,2.0,6.79,0.71,0.41,0.7,0.7,0.7,0.7,22.0,127.0,11.0,5.77,8.32,0.71,0.41,0.66,0.71,0.67,0.68,1.0,2.0,2.0,2.0,0.4,0.71,0.41,0.61,0.74,0.63,0.67,1.0,2.0,2.0,2.0,9.71,0.71,0.42,0.61,0.75,0.63,0.67,1.0,3.0,3.0,3.0,0.08,0.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
telco_churn,3333,20,16,3,483,0.1449,churn,organic,19.0,0.12,0.95,0.76,0.77,0.91,0.8,0.84,0.01,0.91,0.52,0.54,0.83,0.58,0.66,7.0,28.0,4.0,4.0,0.01,0.93,0.66,0.68,0.85,0.71,0.76,18.0,99.0,6.0,5.5,0.02,0.92,0.69,0.74,0.71,0.74,0.73,71.0,738.0,19.0,10.39,28.0,0.73,0.92,0.5,0.51,0.89,0.56,0.65,3.0,7.0,3.0,2.33,19.0,0.17,0.95,0.76,0.77,0.91,0.8,0.84,9.0,29.0,5.0,3.22,0.18,0.95,0.76,0.77,0.91,0.8,0.84,9.0,29.0,5.0,3.22,0.17,0.95,0.76,0.77,0.91,0.8,0.84,9.0,29.0,5.0,3.22,0.06,0.89,0.33,0.34,0.85,0.38,0.48,2.0,4.0,2.0,2.0,2.84,0.92,0.54,0.56,0.88,0.6,0.68,8.0,25.0,4.0,3.12,46.0,3.23,0.91,0.52,0.54,0.82,0.58,0.65,11.0,36.0,5.0,3.27,1.22,0.93,0.59,0.6,0.9,0.65,0.72,4.0,9.0,3.0,2.25,362.0,3.33,0.92,0.58,0.6,0.8,0.63,0.69,4.0,11.0,4.0,2.75,15.37,0.87,0.41,0.48,0.57,0.49,0.52,2.0,3.0,2.0,1.5,12.3,0.91,0.58,0.61,0.77,0.64,0.68,16.0,61.0,10.0,3.81,1.14,0.94,0.66,0.68,0.89,0.71,0.77,7.0,23.0,6.0,3.29,3.72,0.86,0.09,0.09,1.0,0.11,0.17,1.0,2.0,2.0,2.0,0.15,0.88,0.2,0.21,0.94,0.24,0.34,1.0,3.0,3.0,3.0,0.57,0.88,0.2,0.2,0.94,0.24,0.33,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,
electricity,45312,9,8,0,19237,0.4245,price_sensitivity,organic,8.0,0.62,0.91,0.81,0.88,0.9,0.89,0.89,0.04,0.76,0.47,0.56,0.82,0.6,0.67,7.0,28.0,4.0,4.0,0.06,0.78,0.52,0.61,0.83,0.65,0.71,30.0,179.0,6.0,5.97,0.14,0.88,0.75,0.86,0.86,0.86,0.86,1477.0,23195.0,27.0,15.7,30.0,5.11,0.77,0.51,0.67,0.76,0.68,0.71,2.0,5.0,4.0,2.5,8.0,19.9,0.84,0.67,0.81,0.81,0.81,0.81,60.0,275.0,11.0,4.58,19.74,0.84,0.67,0.81,0.81,0.81,0.81,60.0,275.0,11.0,4.58,51.07,0.85,0.7,0.83,0.82,0.83,0.83,99.0,520.0,8.0,5.25,0.54,0.76,0.47,0.57,0.8,0.61,0.67,1.0,2.0,2.0,2.0,14.08,0.77,0.51,0.67,0.76,0.68,0.71,2.0,7.0,6.0,3.5,62.0,16.12,0.77,0.49,0.58,0.83,0.62,0.68,3.0,6.0,3.0,2.0,11.93,0.77,0.51,0.63,0.79,0.66,0.7,2.0,3.0,2.0,1.5,122.0,11.69,0.78,0.51,0.63,0.8,0.65,0.7,2.0,4.0,2.0,2.0,186.68,0.75,0.42,0.47,0.87,0.52,0.61,3.0,7.0,3.0,2.33,44.84,0.77,0.49,0.59,0.82,0.62,0.68,2.0,6.0,4.0,3.0,0.61,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.76,0.47,0.57,0.81,0.6,0.67,1.0,2.0,2.0,2.0,3.74,0.76,0.47,0.57,0.8,0.61,0.67,1.0,2.0,2.0,2.0,44.22,0.76,0.49,0.65,0.75,0.67,0.7,2.0,4.0,2.0,2.0,0.19,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
bank_marketing,4118,21,10,10,451,0.1095,product_recommendation,organic,20.0,0.13,0.91,0.43,0.48,0.54,0.49,0.51,0.01,0.91,0.35,0.39,0.56,0.41,0.46,6.0,24.0,4.0,4.0,0.01,0.91,0.36,0.39,0.57,0.42,0.46,22.0,126.0,6.0,5.73,0.01,0.88,0.45,0.53,0.44,0.51,0.48,106.0,1015.0,18.0,9.58,30.0,0.8,0.91,0.31,0.34,0.56,0.37,0.42,3.0,7.0,3.0,2.33,20.0,0.11,0.9,0.35,0.4,0.51,0.42,0.45,6.0,18.0,4.0,3.0,0.12,0.9,0.35,0.4,0.51,0.42,0.45,6.0,18.0,4.0,3.0,0.12,0.9,0.35,0.4,0.51,0.42,0.45,6.0,18.0,4.0,3.0,0.08,0.91,0.31,0.34,0.58,0.37,0.43,1.0,2.0,2.0,2.0,2.19,0.91,0.31,0.34,0.56,0.37,0.42,3.0,7.0,3.0,2.33,58.0,2.75,0.9,0.43,0.48,0.53,0.49,0.5,10.0,26.0,6.0,2.6,1.27,0.91,0.31,0.34,0.56,0.37,0.42,3.0,7.0,3.0,2.33,228.0,2.59,0.91,0.27,0.29,0.64,0.33,0.4,3.0,7.0,3.0,2.33,18.32,0.91,0.27,0.29,0.62,0.32,0.39,2.0,2.0,1.0,1.0,6.7,0.89,0.26,0.3,0.45,0.32,0.36,7.0,22.0,10.0,3.14,0.44,0.91,0.2,0.21,0.63,0.25,0.32,2.0,6.0,3.0,3.0,1.04,0.91,0.33,0.36,0.58,0.39,0.44,1.0,2.0,2.0,2.0,0.21,0.91,0.31,0.34,0.58,0.37,0.43,1.0,2.0,2.0,2.0,2.59,0.91,0.31,0.34,0.58,0.37,0.43,1.0,2.0,2.0,2.0,0.06,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
telco_churn_2,2000,14,9,4,1000,0.5,churn,organic,13.0,0.09,0.72,0.45,0.66,0.76,0.68,0.71,0.0,0.71,0.42,0.58,0.79,0.61,0.67,10.0,40.0,4.0,4.0,0.01,0.69,0.38,0.68,0.7,0.68,0.69,24.0,139.0,6.0,5.79,0.01,0.69,0.38,0.62,0.72,0.64,0.67,135.0,1468.0,21.0,10.87,28.0,1.78,0.71,0.42,0.61,0.77,0.63,0.68,3.0,11.0,7.0,3.67,13.0,0.09,0.68,0.37,0.65,0.7,0.66,0.68,7.0,19.0,4.0,2.71,0.24,0.66,0.31,0.73,0.64,0.71,0.68,22.0,65.0,6.0,2.95,0.24,0.66,0.31,0.73,0.64,0.71,0.68,22.0,65.0,6.0,2.95,0.04,0.71,0.42,0.63,0.75,0.65,0.69,2.0,4.0,2.0,2.0,3.0,0.7,0.41,0.59,0.77,0.62,0.67,4.0,15.0,7.0,3.75,54.0,4.27,0.71,0.43,0.56,0.81,0.6,0.67,3.0,11.0,8.0,3.67,3.52,0.71,0.42,0.54,0.82,0.58,0.65,2.0,3.0,2.0,1.5,190.0,5.35,0.72,0.43,0.59,0.8,0.62,0.68,2.0,3.0,2.0,1.5,8.88,0.63,0.25,0.94,0.58,0.84,0.72,4.0,8.0,3.0,2.0,104.27,0.67,0.35,0.56,0.73,0.59,0.63,14.0,65.0,10.0,4.64,0.73,0.69,0.39,0.62,0.73,0.64,0.67,22.0,99.0,7.0,4.5,0.39,0.72,0.45,0.67,0.75,0.69,0.71,2.0,4.0,2.0,2.0,0.11,0.71,0.42,0.64,0.75,0.66,0.69,3.0,6.0,2.0,2.0,1.3,0.71,0.42,0.64,0.75,0.66,0.69,3.0,6.0,2.0,2.0,0.04,0.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
boston,506,14,13,0,209,0.413,price_prediction,organic,13.0,0.03,0.89,0.78,0.85,0.92,0.86,0.88,0.0,0.85,0.69,0.82,0.85,0.82,0.83,7.0,25.0,4.0,3.57,0.0,0.85,0.69,0.8,0.86,0.81,0.83,10.0,45.0,6.0,4.5,0.0,0.84,0.68,0.83,0.83,0.83,0.83,17.0,106.0,10.0,6.24,22.0,1.14,0.86,0.71,0.76,0.93,0.79,0.84,5.0,11.0,4.0,2.2,13.0,0.04,0.86,0.73,0.9,0.82,0.88,0.86,9.0,20.0,4.0,2.22,0.04,0.86,0.73,0.9,0.82,0.88,0.86,9.0,20.0,4.0,2.22,0.04,0.86,0.73,0.9,0.82,0.88,0.86,9.0,20.0,4.0,2.22,0.02,0.88,0.75,0.86,0.87,0.86,0.87,1.0,2.0,2.0,2.0,1.93,0.86,0.72,0.82,0.88,0.83,0.85,10.0,29.0,9.0,2.9,32.0,1.98,0.84,0.68,0.77,0.87,0.79,0.82,8.0,21.0,5.0,2.62,1.06,0.84,0.68,0.77,0.87,0.79,0.82,7.0,18.0,5.0,2.57,196.0,2.5,0.85,0.69,0.76,0.9,0.78,0.82,6.0,18.0,4.0,3.0,2.45,0.88,0.75,0.85,0.88,0.85,0.86,4.0,6.0,2.0,1.5,3.92,0.86,0.71,0.77,0.92,0.8,0.84,11.0,39.0,10.0,3.55,0.22,0.85,0.7,0.89,0.81,0.87,0.85,11.0,27.0,4.0,2.45,0.11,0.85,0.69,0.76,0.9,0.78,0.82,1.0,2.0,2.0,2.0,0.03,0.88,0.75,0.86,0.87,0.86,0.87,2.0,5.0,3.0,2.5,0.06,0.83,0.65,0.73,0.88,0.76,0.8,1.0,2.0,2.0,2.0,0.03,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
synth_ib_0,100000,4,3,0,50140,0.5014,other,synthetic,3.0,0.27,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,4.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,431.41,1.0,0.99,1.0,0.99,1.0,1.0,3.0,3.0,1.0,1.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.99,0.99,1.0,0.99,0.99,0.99,3.0,12.0,6.0,4.0,1.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_1,100000,4,3,0,24904,0.249,other,synthetic,3.0,0.29,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,1.07,0.95,0.8,0.8,1.0,0.84,0.89,1.0,1.0,1.0,1.0,422.99,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.36,0.95,0.87,0.9,0.9,0.9,0.9,3.0,7.0,3.0,2.33,0.88,0.95,0.93,1.0,0.83,0.96,0.91,1.0,1.0,1.0,1.0,1.84,0.95,0.8,0.8,1.0,0.84,0.89,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_2,100000,4,3,0,12540,0.1254,other,synthetic,3.0,0.27,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.54,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.42,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.43,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.63,0.97,0.77,0.77,1.0,0.81,0.87,1.0,1.0,1.0,1.0,421.49,1.0,0.98,0.98,1.0,0.98,0.99,2.0,2.0,1.0,1.0,0.8,0.97,0.77,0.77,1.0,0.81,0.87,1.0,1.0,1.0,1.0,0.88,0.92,0.91,1.0,0.62,0.89,0.77,1.0,1.0,1.0,1.0,1.93,0.97,0.77,0.77,1.0,0.81,0.87,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_3,100000,4,3,0,6330,0.0633,other,synthetic,3.0,0.23,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.47,0.96,0.96,1.0,0.63,0.89,0.77,1.0,1.0,1.0,1.0,422.06,1.0,0.99,0.99,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.5,0.96,0.96,1.0,0.63,0.89,0.77,1.0,1.0,1.0,1.0,0.85,0.96,0.96,1.0,0.63,0.89,0.77,1.0,1.0,1.0,1.0,2.04,0.96,0.96,1.0,0.63,0.89,0.77,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
